,POC,BussinessSegment,totalVolumen,SkuDistintosPromediosXOrden,SkuDistintosToTales,concentracion,nse,segmentoUnico,canal
2338,39193,PowerUsage,15.05824,5.7778,43,Medio,Medio,4.Activos,Tradicional
2345,405438,MediumUsage,91.86948,2.5882,12,Medio,Bajo,2.Masivos,Tradicional
2346,405495,HighUsage,5.649960000000001,5.25,18,Alto,Medio,4.Activos,Tradicional
2364,418903,MinimalUsage,0.84,3.5,6,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
2381,427567,PowerUsage,1.62266,5.0,13,Medio,Bajo,4.Activos,Tradicional
2385,429470,PowerUsage,62.84791999999999,15.0667,58,Medio,S/D,5.Select,Kioscos/Maxikioscos
2388,429730,MinimalUsage,10.5984,5.0,5,Medio,S/D,2.Masivos,ENTRETENIMIENTO
2389,430215,MinimalUsage,3.354,10.0,22,Medio,Medio,2.Masivos,Tradicional
2399,435737,MinimalUsage,5.34688,8.0,8,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
2400,436233,MinimalUsage,0.2759999999999999,6.0,6,Alto,Medio,4.Activos,Kioscos/Maxikioscos
2403,439137,HighUsage,19.03776,10.825,70,Alto,Medio,4.Activos,Tradicional
2406,440568,HighUsage,9.9493,2.9583,24,Medio,Bajo,4.Activos,Tradicional
2409,442157,HighUsage,1.9614,4.5833,23,Alto,Medio,4.Activos,Tradicional
2420,448018,PowerUsage,8.041879999999999,12.3333,59,Medio,Medio,4.Activos,Tradicional
2428,452024,PowerUsage,2.5703,3.5,7,Alto,S/D,4.Activos,Tradicional
2431,453301,MediumUsage,86.84500000000001,11.2143,44,Medio,S/D,4.Activos,COMIDA
2442,457834,PowerUsage,13.52272,8.0556,58,S/D,S/D,4.Activos,Tradicional
2444,458200,HighUsage,2.49732,11.3333,23,Alto,Bajo,2.Masivos,Tradicional
2455,676259,MinimalUsage,3.985,5.0,9,Medio,Bajo,1.Inactivos,Tradicional
2473,160532,HighUsage,4.56648,3.4688,18,Alto,Medio,4.Activos,Tradicional
2474,166011,HighUsage,8.8689,4.2083,20,Alto,Medio,2.Masivos,Tradicional
2502,380785,MediumUsage,166.7332,3.3438,23,Medio,Medio,4.Activos,Mayorista
2504,38333,MinimalUsage,0.52122,2.75,10,Alto,Bajo,1.Inactivos,Tradicional
2508,38849,HighUsage,11.80432,4.5741,27,Medio,S/D,2.Masivos,Tradicional
2511,392367,PowerUsage,3.5304,4.625,24,Medio,Medio,4.Activos,Tradicional
2513,393259,MinimalUsage,47.78,12.0833,31,Alto,Medio,4.Activos,COMIDA
2516,39603,MinimalUsage,1.27408,4.0,11,Medio,Bajo,4.Activos,Tradicional
2524,410840,HighUsage,11.83534,6.875,40,Medio,S/D,4.Activos,Tradicional
2531,415217,HighUsage,2.5332600000000003,5.1,16,Alto,Medio,1.Inactivos,Tradicional
2536,417994,PowerUsage,28.06928,10.0455,76,Alto,Medio,4.Activos,Kioscos/Maxikioscos
2548,424340,HighUsage,5.82946,4.8,14,Alto,S/D,4.Activos,Tradicional
2550,426429,MediumUsage,25.48664,15.1333,95,Alto,Medio,4.Activos,Tradicional
2551,427568,PowerUsage,2.59838,2.6,8,Medio,Bajo,1.Inactivos,Tradicional
2555,429049,MediumUsage,25.314579999999992,7.6,27,Alto,Medio,4.Activos,COMIDA
2563,431861,PowerUsage,18.4265,9.425,80,Medio,Medio,5.Select,Tradicional
2577,438381,PowerUsage,3.96762,3.95,18,Bajo,S/D,4.Activos,Tradicional
2581,440636,HighUsage,41.6576,3.6667,15,Medio,Medio,2.Masivos,Tradicional
2583,441724,MediumUsage,28.66364,19.9167,67,Medio,S/D,4.Activos,COMIDA
2588,444929,MediumUsage,0.5824,3.5,5,Medio,Medio,4.Activos,Tradicional
2618,456073,MinimalUsage,27.861960000000003,6.1333,43,Alto,Medio,4.Activos,Tradicional
2621,456974,PowerUsage,4.73424,4.5,19,Medio,Medio,4.Activos,Tradicional
2648,160570,MinimalUsage,0.5579999999999999,4.0,4,Medio,S/D,1.Inactivos,Kioscos/Maxikioscos
2664,320278,HighUsage,8.13218,3.5333,21,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
2686,372048,PowerUsage,8.860380000000001,8.55,44,Medio,S/D,5.Select,Kioscos/Maxikioscos
2696,386206,HighUsage,61.99116,10.0323,64,Alto,Medio,2.Masivos,Tradicional
2713,406282,HighUsage,2.86166,3.875,11,Medio,Medio,1.Inactivos,Tradicional
2728,421912,HighUsage,8.03284,8.2143,38,Medio,Bajo,4.Activos,Tradicional
2738,427785,HighUsage,5.3517600000000005,4.0455,22,Alto,Medio,4.Activos,Tradicional
2743,428893,PowerUsage,16.49679,6.0147,72,Alto,Medio,5.Select,Tradicional
2744,429428,PowerUsage,24.89384,5.5625,31,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
2751,433477,PowerUsage,8.103940000000001,7.4545,46,Medio,Medio,5.Select,Tradicional
2763,439167,MinimalUsage,1.1581800000000002,6.6,21,Alto,Bajo,1.Inactivos,Tradicional
2764,439695,MinimalUsage,1.03936,3.8,8,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
2772,441599,MediumUsage,32.07916,16.75,85,Alto,Medio,4.Activos,Tradicional
2773,441881,HighUsage,2.7024800000000004,4.0,11,Medio,Medio,1.Inactivos,Tradicional
2776,442332,MediumUsage,6.0757200000000005,8.125,31,Alto,Medio,4.Activos,Tradicional
2805,454905,PowerUsage,5.73422,6.5,29,S/D,S/D,4.Activos,Tradicional
2808,456277,MediumUsage,10.63852,9.3077,21,Alto,Medio,4.Activos,COMIDA
2813,458268,MinimalUsage,232.91,6.125,22,Alto,Bajo,4.Activos,Tradicional
2826,108208,PowerUsage,4.74856,3.8,13,Medio,Medio,4.Activos,Tradicional
2835,148328,MediumUsage,1.5,4.0,10,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
2839,173993,MinimalUsage,2.12124,2.1,6,Medio,Bajo,1.Inactivos,Tradicional
2841,178564,MediumUsage,0.92,4.0,4,Medio,Medio,1.Inactivos,Kioscos/Maxikioscos
2850,318684,HighUsage,6.75276,5.4545,20,Alto,Medio,4.Activos,COMIDA
2851,320907,PowerUsage,10.486259999999998,6.6429,23,Medio,Bajo,4.Activos,Tradicional
2868,373144,HighUsage,9.1842,5.1818,53,Medio,Medio,2.Masivos,Tradicional
2884,390290,PowerUsage,2.07913,6.375,25,Alto,S/D,4.Activos,Tradicional
2888,395981,HighUsage,7.225599999999999,5.2692,26,Medio,Medio,4.Activos,Tradicional
2901,407982,HighUsage,9.6243,8.2813,59,Medio,Medio,5.Select,Tradicional
2905,410641,PowerUsage,12.25278,5.7333,36,Alto,Medio,5.Select,Kioscos/Maxikioscos
2917,424826,MediumUsage,0.54,4.0,4,Medio,Medio,1.Inactivos,Autoservicio
2925,428218,HighUsage,1.36224,1.0,2,Medio,Medio,2.Masivos,Autoservicio
2926,429252,MediumUsage,0.16352,2.5,3,Alto,Bajo,4.Activos,Kioscos/Maxikioscos
2935,433641,MediumUsage,1.5095200000000002,6.0,14,Alto,Medio,1.Inactivos,Tradicional
2950,442676,HighUsage,4.98082,4.3889,13,Medio,Bajo,4.Activos,Tradicional
2958,447006,MinimalUsage,3.78,2.4167,6,Medio,Medio,2.Masivos,ENTRETENIMIENTO
2963,449134,PowerUsage,3.84024,3.3333,9,Medio,Bajo,1.Inactivos,Tradicional
2966,451644,PowerUsage,2.33206,6.1,22,Medio,S/D,4.Activos,Tradicional
2968,453666,MinimalUsage,16.259999999999998,1.3333,3,Alto,S/D,2.Masivos,Kioscos/Maxikioscos
2969,454570,HighUsage,9.41582,9.5,41,S/D,S/D,2.Masivos,Tradicional
2975,455718,MediumUsage,4.79866,3.05,12,Bajo,Bajo,1.Inactivos,Kioscos/Maxikioscos
2989,459371,MediumUsage,4.0459,4.1667,20,S/D,S/D,4.Activos,Tradicional
2990,460060,MinimalUsage,37.7052,6.75,17,S/D,S/D,2.Masivos,Mayorista
3017,306398,MediumUsage,1.89892,1.6875,5,Medio,Bajo,1.Inactivos,Tradicional
3021,31711,PowerUsage,6.8929,3.9286,13,Medio,Medio,1.Inactivos,Tradicional
3023,328398,MediumUsage,2.925,6.4,14,Alto,Medio,4.Activos,Tradicional
3031,357376,MinimalUsage,6.07572,5.6923,44,Alto,Medio,2.Masivos,Tradicional
3033,359913,MinimalUsage,4.987360000000001,10.0,31,Medio,Medio,1.Inactivos,Tradicional
3047,382530,PowerUsage,1.2,1.0,1,Alto,S/D,1.Inactivos,Tradicional
3048,383888,HighUsage,41.13133999999999,9.2759,38,Alto,Medio,5.Select,COMIDA
3059,392815,MediumUsage,5.2663,5.3125,23,Alto,Alto,2.Masivos,Kioscos/Maxikioscos
3065,403765,MediumUsage,2.22678,4.375,11,Alto,Medio,1.Inactivos,Tradicional
3070,412427,MediumUsage,31.57204,6.4211,68,Medio,Medio,4.Activos,Autoservicio
3083,417942,PowerUsage,0.92356,8.0,20,Alto,Medio,4.Activos,Tradicional
3092,424734,PowerUsage,1.78238,4.2857,16,Medio,Medio,4.Activos,Kioscos/Maxikioscos
3106,433645,PowerUsage,64.0866,4.8684,69,Alto,Medio,4.Activos,Autoservicio
3108,434224,PowerUsage,11.22642,8.1304,60,Alto,Medio,4.Activos,Kioscos/Maxikioscos
3110,434778,HighUsage,18.23384,13.6087,62,Alto,Medio,2.Masivos,Tradicional
3118,439359,HighUsage,11.5883,10.0,28,Medio,Medio,4.Activos,Kioscos/Maxikioscos
3121,440562,HighUsage,24.284270000000006,11.2759,88,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
3134,445455,MinimalUsage,3.67592,9.75,26,Alto,Medio,3.Potenciales,COMIDA
3135,445984,PowerUsage,21.66722,6.4706,51,Alto,Medio,4.Activos,Tradicional
3142,448723,PowerUsage,1.7136399999999998,2.5,11,Alto,Bajo,4.Activos,Kioscos/Maxikioscos
3153,452195,HighUsage,4.0944,2.6364,12,Medio,S/D,4.Activos,Tradicional
3155,452380,HighUsage,0.91232,7.0,14,Medio,S/D,4.Activos,Tradicional
3162,455302,HighUsage,9.46604,14.3333,55,Alto,Medio,4.Activos,Tradicional
3171,458407,HighUsage,3.914,2.375,7,Medio,Bajo,4.Activos,Tradicional
3186,91445,MediumUsage,8.96,2.8333,4,Medio,Medio,1.Inactivos,Tradicional
3191,145429,MinimalUsage,45.72196,4.75,24,Alto,Medio,4.Activos,COMIDA
3193,172318,MediumUsage,0.1413599999999999,3.0,5,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
3200,318717,HighUsage,7.38598,4.7917,31,Medio,Medio,4.Activos,Tradicional
3202,324208,HighUsage,54.00039999999999,3.7097,58,Alto,Medio,4.Activos,Autoservicio
3203,328299,HighUsage,7.3,2.4545,8,Medio,Bajo,2.Masivos,Tradicional
3213,372650,PowerUsage,1.82102,2.8333,9,Medio,S/D,4.Activos,Kioscos/Maxikioscos
3223,383011,HighUsage,16.603199999999998,7.2727,60,Alto,Medio,4.Activos,Kioscos/Maxikioscos
3231,389332,MediumUsage,4.2926,5.25,13,Medio,Medio,4.Activos,Tradicional
3234,395832,MinimalUsage,1.25574,8.3333,17,Medio,Bajo,2.Masivos,COMIDA
3241,406189,PowerUsage,22.50614,7.5577,51,Alto,Medio,5.Select,Tradicional
3242,407131,PowerUsage,1.6758799999999998,5.6667,18,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
3246,411775,MediumUsage,1.23,4.0,5,Alto,S/D,2.Masivos,ENTRETENIMIENTO
3247,412374,HighUsage,6.171239999999999,4.5625,30,Alto,Medio,4.Activos,Kioscos/Maxikioscos
3263,424356,MinimalUsage,7.816759999999999,8.875,24,Medio,Medio,4.Activos,COMIDA
3272,436464,HighUsage,111.55016,3.1053,19,Medio,Medio,5.Select,COMIDA
3281,441443,PowerUsage,10.80502,6.35,59,Medio,Medio,5.Select,Tradicional
3282,442102,HighUsage,34.16206,3.0577,37,Alto,Medio,2.Masivos,Tradicional
3286,443028,HighUsage,1.1476000000000002,4.2,13,Alto,Medio,5.Select,Tradicional
3293,445708,MediumUsage,3.36836,3.6071,29,Alto,Medio,2.Masivos,Tradicional
3297,447541,HighUsage,5.52574,6.9286,25,Alto,Medio,4.Activos,Tradicional
3303,450712,PowerUsage,0.51006,6.0,11,Alto,Medio,4.Activos,Tradicional
3311,452297,MediumUsage,1.5519,3.125,9,Medio,S/D,1.Inactivos,Tradicional
3312,452947,MinimalUsage,12.72524,4.5833,20,Alto,S/D,4.Activos,COMIDA
3315,454183,PowerUsage,1623.86264,2.2128,25,S/D,S/D,5.Select,Kioscos/Maxikioscos
3319,456181,HighUsage,29.45478,9.75,67,Alto,Medio,5.Select,Tradicional
3323,457093,MinimalUsage,5.1576,2.9091,7,S/D,S/D,4.Activos,COMIDA
3334,460027,MinimalUsage,0.567,6.0,6,S/D,S/D,1.Inactivos,Tradicional
3349,143163,PowerUsage,0.62006,2.0,6,Medio,Medio,4.Activos,Tradicional
3352,163228,HighUsage,78.57696000000001,3.5333,11,Medio,Bajo,2.Masivos,Mayorista
3353,166059,MediumUsage,7.917260000000001,9.6667,37,Alto,Medio,4.Activos,Tradicional
3358,305534,MediumUsage,1.47676,3.4,12,Medio,S/D,1.Inactivos,Tradicional
3376,366984,PowerUsage,19.04866,2.5385,37,Medio,Bajo,4.Activos,Autoservicio
3389,389352,MinimalUsage,0.249,3.0,4,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
3403,408914,HighUsage,13.1019,12.8333,69,Alto,S/D,4.Activos,Tradicional
3405,413220,HighUsage,4.8423,9.25,23,Alto,S/D,4.Activos,Kioscos/Maxikioscos
3412,417705,MinimalUsage,0.9654,4.5,12,Alto,Medio,1.Inactivos,Tradicional
3415,419370,MediumUsage,25.9479,3.3077,36,Medio,S/D,4.Activos,Autoservicio
3424,424418,MinimalUsage,3.798480000000001,13.8333,54,Medio,Medio,2.Masivos,Tradicional
3439,437061,PowerUsage,11.67468,6.8571,55,Medio,Bajo,5.Select,Tradicional
3454,448025,MediumUsage,19.26952,3.9333,36,Medio,Bajo,4.Activos,Autoservicio
3470,456991,MinimalUsage,0.81228,4.5,8,S/D,S/D,1.Inactivos,Kioscos/Maxikioscos
3472,457488,HighUsage,4.884119999999999,4.2778,19,S/D,S/D,1.Inactivos,Tradicional
3480,490303,MinimalUsage,1.25298,7.5,16,Alto,Medio,1.Inactivos,Tradicional
3492,127024,MediumUsage,9.278,8.8182,23,Alto,Medio,4.Activos,Tradicional
3496,154867,MediumUsage,2.30184,8.0,12,Alto,Medio,1.Inactivos,Tradicional
3497,172045,MediumUsage,5.113,7.5,25,Medio,Bajo,4.Activos,Tradicional
3507,30798,PowerUsage,8.36524,5.25,26,Alto,Bajo,5.Select,Tradicional
3510,312630,PowerUsage,2.4979,3.6538,33,Alto,S/D,4.Activos,Tradicional
3514,328047,MinimalUsage,1.16936,5.0,16,Alto,Medio,1.Inactivos,Tradicional
3519,355018,MediumUsage,1.92076,9.5,17,Medio,Bajo,4.Activos,Tradicional
3521,357855,MinimalUsage,6.1263200000000015,8.6667,13,Alto,Medio,1.Inactivos,Tradicional
3531,381882,PowerUsage,298.15024,3.2344,58,Alto,Medio,5.Select,Autoservicio
3539,392507,MinimalUsage,2.84192,5.6667,23,Alto,Medio,1.Inactivos,Tradicional
3541,397420,HighUsage,5.55116,3.625,15,Medio,S/D,1.Inactivos,Tradicional
3555,414216,MediumUsage,5.78832,2.5714,11,Medio,Bajo,1.Inactivos,Tradicional
3566,426802,MinimalUsage,0.64986,4.5,8,Alto,Alto,2.Masivos,COMIDA
3567,427417,MediumUsage,0.67194,2.5,9,Alto,Bajo,1.Inactivos,Tradicional
3570,429071,PowerUsage,34.33254,7.0217,102,Alto,Medio,4.Activos,Autoservicio
3576,432793,HighUsage,2.4277,3.4,11,Medio,Medio,2.Masivos,Tradicional
3578,434178,MediumUsage,18.23738,9.5714,44,Alto,Medio,3.Potenciales,COMIDA
3581,435359,MediumUsage,6.333699999999999,3.9545,30,Medio,Medio,4.Activos,Tradicional
3583,437506,MediumUsage,4.462680000000001,3.2857,16,Medio,Bajo,1.Inactivos,Tradicional
3586,439995,PowerUsage,17.28794,3.5833,33,Alto,Bajo,4.Activos,Tradicional
3595,448685,PowerUsage,51.98138,6.3065,63,Alto,Medio,4.Activos,Autoservicio
3606,453356,MediumUsage,0.60042,11.0,11,Alto,S/D,4.Activos,Tradicional
3617,458195,PowerUsage,1.48448,6.25,27,Medio,S/D,2.Masivos,Tradicional
3623,46830,MinimalUsage,0.078,4.0,4,Medio,S/D,1.Inactivos,Kioscos/Maxikioscos
3640,171904,PowerUsage,1.73694,3.5,10,Medio,Medio,4.Activos,Tradicional
3643,178524,MinimalUsage,0.48,3.0,3,Medio,Medio,1.Inactivos,Tradicional
3645,181083,HighUsage,3.506,8.0,19,Alto,Bajo,1.Inactivos,Tradicional
3651,22835,MinimalUsage,2.15256,3.5,16,Medio,Medio,1.Inactivos,Tradicional
3654,306766,PowerUsage,8.123779999999998,4.3095,35,Medio,Medio,4.Activos,Tradicional
3655,312320,MediumUsage,0.88312,2.9,13,Medio,S/D,4.Activos,Tradicional
3656,312357,PowerUsage,3.02016,4.0714,19,Medio,Medio,1.Inactivos,Tradicional
3662,331490,MediumUsage,19.66072,8.7778,21,Medio,S/D,4.Activos,BEBIDA
3675,367426,MediumUsage,6.66204,9.2917,55,Medio,Medio,4.Activos,Kioscos/Maxikioscos
3680,376171,MinimalUsage,12.40448,7.75,14,Alto,Medio,4.Activos,BEBIDA
3682,380426,MediumUsage,4.02498,7.3636,46,Alto,Medio,4.Activos,Tradicional
3683,381071,PowerUsage,7.405500000000002,4.6538,43,Medio,Medio,4.Activos,Tradicional
3695,393919,HighUsage,10.39,10.625,29,Alto,Medio,4.Activos,COMIDA
3698,397209,MinimalUsage,9.36478,8.6667,40,Alto,Medio,4.Activos,Tradicional
3699,398175,MinimalUsage,2.01838,2.6,9,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
3704,407786,PowerUsage,14.44256,7.7679,59,Alto,Medio,4.Activos,Kioscos/Maxikioscos
3708,412164,MinimalUsage,15.146619999999997,8.0,37,Medio,Medio,,Instituciones
3719,420417,PowerUsage,2.53936,4.6,13,Medio,Medio,4.Activos,Tradicional
3720,420558,HighUsage,5.35688,6.1111,28,Medio,Bajo,4.Activos,Tradicional
3725,425444,PowerUsage,11.79136,5.6176,51,Alto,Medio,5.Select,Tradicional
3732,431659,MediumUsage,24.73644,5.0,11,Alto,Medio,2.Masivos,Mayorista
3740,434872,MediumUsage,0.49084,3.3333,8,Medio,Medio,1.Inactivos,Tradicional
3744,438686,PowerUsage,13.23496,4.2188,24,Medio,Medio,4.Activos,Tradicional
3749,442049,HighUsage,5.992119999999999,4.0417,11,Medio,Bajo,2.Masivos,Tradicional
3757,444926,MinimalUsage,65.26979999999999,3.5263,14,Alto,Medio,2.Masivos,Mayorista
3759,446091,PowerUsage,1102.37544,4.8796,54,Alto,S/D,5.Select,Tradicional
3763,448232,HighUsage,11.00506,11.25,55,Alto,Medio,4.Activos,Kioscos/Maxikioscos
3769,451240,MediumUsage,4.17276,4.4286,20,Medio,S/D,4.Activos,Tradicional
3773,451883,MediumUsage,2.3125,5.2,14,Medio,S/D,2.Masivos,ENTRETENIMIENTO
3781,454664,MediumUsage,6.115679999999999,10.0,29,S/D,S/D,3.Potenciales,OTROS REF
3782,455886,HighUsage,53.30646000000001,11.8438,82,Alto,S/D,5.Select,Tradicional
3791,490244,MinimalUsage,3.96064,5.0667,34,Alto,Medio,4.Activos,Tradicional
3809,169406,HighUsage,1.1265999999999998,3.25,7,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
3811,29296,MinimalUsage,0.36684,2.6667,9,Alto,Medio,1.Inactivos,Tradicional
3815,323342,PowerUsage,0.37022,1.5,7,Medio,Medio,4.Activos,Kioscos/Maxikioscos
3817,337657,PowerUsage,27.19292,5.8438,63,Alto,Medio,5.Select,Tradicional
3818,34265,MediumUsage,22.501999999999995,15.1818,41,Alto,Medio,4.Activos,ENTRETENIMIENTO
3849,399879,HighUsage,6.21034,8.3,29,Alto,Bajo,4.Activos,Tradicional
3855,407486,MediumUsage,28.53,12.15,96,Alto,Medio,4.Activos,Kioscos/Maxikioscos
3856,409889,PowerUsage,8.56096,2.375,12,Medio,Bajo,2.Masivos,Tradicional
3858,41184,MinimalUsage,0.46838,5.0,5,Medio,Bajo,1.Inactivos,Tradicional
3868,425414,MediumUsage,10.3023,3.2,14,Medio,Bajo,4.Activos,Tradicional
3890,434795,MinimalUsage,4.013159999999999,11.0,25,Alto,Medio,3.Potenciales,COMIDA
3893,435590,PowerUsage,4.39272,3.9063,21,Medio,S/D,4.Activos,Tradicional
3896,436262,MediumUsage,10.46052,9.2778,30,Alto,Medio,3.Potenciales,COMIDA
3901,439664,HighUsage,9.05832,9.5417,51,Alto,Medio,,
3902,440302,PowerUsage,22.127180000000006,9.8871,89,Alto,Medio,5.Select,Tradicional
3907,443419,MinimalUsage,0.5352,5.0,5,Medio,Medio,1.Inactivos,Tradicional
3923,450360,MediumUsage,5.282920000000001,12.0,54,Alto,S/D,4.Activos,Autoservicio
3924,451087,PowerUsage,14.9499,7.375,41,Alto,Medio,5.Select,Tradicional
3925,451146,HighUsage,3.14706,6.5,23,Medio,Bajo,4.Activos,Tradicional
3930,453330,MinimalUsage,5.3849,10.0,25,Alto,S/D,4.Activos,COMIDA
3931,453836,MinimalUsage,2.3436000000000003,6.0,10,Medio,S/D,1.Inactivos,Autoservicio
3934,454723,MinimalUsage,13.2696,7.375,18,S/D,S/D,2.Masivos,COMIDA
3940,45614,HighUsage,4.65132,2.7727,10,Medio,Bajo,2.Masivos,Tradicional
3959,159679,MediumUsage,4.60828,2.5833,11,Medio,Bajo,1.Inactivos,Tradicional
3960,173092,HighUsage,9.40336,3.5833,19,Medio,Bajo,5.Select,Tradicional
3961,174664,PowerUsage,1.32086,1.7,6,Bajo,Bajo,4.Activos,Tradicional
3967,305974,PowerUsage,15.29858,6.6667,55,Alto,Medio,4.Activos,Tradicional
3978,355013,MediumUsage,10.1871,7.25,42,Alto,Medio,1.Inactivos,Tradicional
3985,368167,MediumUsage,2.84708,6.4,15,Medio,Bajo,4.Activos,Tradicional
3992,375021,MediumUsage,292.92466,2.7949,27,Medio,Bajo,4.Activos,Mayorista
3993,376383,MinimalUsage,4.8864,3.75,9,Alto,Medio,,KA Minoristas
3995,381828,MinimalUsage,1.22772,4.2,16,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
3996,385790,PowerUsage,1.3245999999999998,5.0,20,Alto,S/D,4.Activos,Kioscos/Maxikioscos
3998,390162,HighUsage,4.966380000000001,3.9615,11,Medio,Medio,2.Masivos,Tradicional
3999,391276,MediumUsage,1.185,3.0,3,Medio,Medio,2.Masivos,ENTRETENIMIENTO
4016,415225,MediumUsage,2.8716,5.75,21,Medio,Medio,1.Inactivos,Tradicional
4017,415341,PowerUsage,17.19006,5.25,39,Alto,Medio,4.Activos,Tradicional
4018,415666,MediumUsage,71.68444,14.1538,46,Medio,Alto,4.Activos,Kioscos/Maxikioscos
4021,417866,PowerUsage,15.61096,5.6316,50,Alto,Medio,4.Activos,Tradicional
4024,421440,MinimalUsage,218.80352,6.3625,59,Alto,S/D,3.Potenciales,Mayorista
4027,423030,PowerUsage,9.36142,7.0,39,Alto,S/D,4.Activos,Tradicional
4040,433295,HighUsage,18.1467,3.5294,19,Alto,Medio,4.Activos,Autoservicio
4043,433643,PowerUsage,2.371,2.8571,19,Medio,Bajo,4.Activos,Tradicional
4050,437896,MinimalUsage,13.38948,3.25,24,Medio,Bajo,4.Activos,Tradicional
4058,443579,MediumUsage,5.0098400000000005,6.6667,38,Alto,Medio,4.Activos,Kioscos/Maxikioscos
4069,447646,MediumUsage,26.145000000000003,10.38,55,Alto,Medio,4.Activos,Kioscos/Maxikioscos
4075,450617,PowerUsage,4.532660000000001,6.7778,20,Alto,Medio,5.Select,Tradicional
4081,454367,MinimalUsage,2.09764,13.5,17,S/D,S/D,2.Masivos,Autoservicio
4085,456327,MinimalUsage,0.5621999999999999,7.0,7,S/D,S/D,1.Inactivos,Kioscos/Maxikioscos
4094,458036,HighUsage,2.15846,2.6875,19,Alto,Bajo,5.Select,Tradicional
4113,136384,HighUsage,0.8302799999999999,5.0,8,Medio,Medio,1.Inactivos,Tradicional
4116,168619,HighUsage,1.82918,2.55,13,Medio,Bajo,2.Masivos,Kioscos/Maxikioscos
4118,173979,HighUsage,3.47642,2.6667,11,Medio,Bajo,2.Masivos,Kioscos/Maxikioscos
4119,178780,PowerUsage,9.90058,6.8077,33,Bajo,S/D,4.Activos,Tradicional
4130,302536,PowerUsage,3.73444,4.5,21,Medio,Bajo,4.Activos,Tradicional
4131,303394,HighUsage,4.516399999999999,3.9167,23,Medio,Medio,4.Activos,Kioscos/Maxikioscos
4133,320973,HighUsage,0.2025,3.6667,5,Medio,Medio,4.Activos,Tradicional
4135,325253,MediumUsage,5.690040000000001,3.1364,9,Alto,Alto,2.Masivos,COMIDA
4141,341060,HighUsage,6.4091000000000005,6.55,37,Medio,S/D,4.Activos,Kioscos/Maxikioscos
4145,35719,PowerUsage,23.38342,6.58,57,Medio,Medio,5.Select,Tradicional
4156,37270,MediumUsage,16.475220000000004,3.1136,24,Medio,S/D,4.Activos,Kioscos/Maxikioscos
4159,374909,MediumUsage,1.83838,2.0,5,Alto,Medio,1.Inactivos,Tradicional
4160,376667,MinimalUsage,17.060459999999996,9.5833,25,Medio,Medio,4.Activos,COMIDA
4173,395951,MinimalUsage,1.3105,6.25,19,Alto,Medio,4.Activos,COMIDA
4175,403529,HighUsage,0.8589199999999999,2.6667,7,Medio,S/D,2.Masivos,COMIDA
4185,417856,HighUsage,17.73806,7.6731,56,Alto,Medio,4.Activos,Tradicional
4205,433053,PowerUsage,144.81533000000002,3.2586,35,Medio,S/D,5.Select,Tradicional
4219,440232,MinimalUsage,0.88632,3.75,11,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
4222,442020,MediumUsage,6.6501,5.2308,31,Bajo,S/D,4.Activos,COMIDA
4223,442328,MediumUsage,4.913819999999999,5.625,15,Medio,Medio,2.Masivos,COMIDA
4233,448278,PowerUsage,6.453980000000001,5.6875,26,Medio,Medio,4.Activos,Tradicional
4241,450818,PowerUsage,25.27872,4.6563,23,Alto,Medio,4.Activos,Tradicional
4242,450900,PowerUsage,5.655880000000001,4.25,15,Medio,S/D,4.Activos,Tradicional
4247,453810,HighUsage,482.69032,5.7451,54,Alto,S/D,5.Select,BEBIDA
4252,456602,MediumUsage,1.6081599999999998,3.7,16,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
4254,457011,PowerUsage,2.89676,3.875,17,Alto,Medio,4.Activos,Tradicional
4256,457541,MediumUsage,3.67812,6.0,20,S/D,S/D,1.Inactivos,Tradicional
4260,458768,MediumUsage,2.34216,4.1429,16,S/D,S/D,1.Inactivos,Tradicional
4275,99808,PowerUsage,3.0221,3.8182,18,Medio,Bajo,4.Activos,Tradicional
4277,123191,HighUsage,86.14370000000001,8.7963,69,Alto,Medio,2.Masivos,Tradicional
4283,148002,HighUsage,1.8301,4.3,15,Medio,Bajo,1.Inactivos,Tradicional
4286,167654,PowerUsage,5.18084,7.5556,27,Alto,Medio,2.Masivos,Tradicional
4287,171709,HighUsage,4.79068,2.2778,15,Medio,S/D,4.Activos,Tradicional
4288,173525,PowerUsage,9.002180000000001,7.1765,52,Medio,Alto,5.Select,Tradicional
